"","test003017271018","test003017273008","test003017273009","test003017273010","test003017273011","test003017273012","test003017273013","test003017273014","test003017273015","test003017273016","test003017273017","test003017273018","test003017273019","test003017273020","test003017273021","test003017273022","test003017273023","test003017273024","test003017273025","test003017273026","test003017273027","test003017273028","test003017273029","test003017273030","test003017276019","test003017276020","test003017276021","test003017276022","test003017276023","test003017276024","test003017276025","test003017276026","test003017276027","test003017276028","test003017276029","test003017276030","test003017277026","test003017277027","test003017277028","test003017277029","test003017277030","test003017278001","test003017278002","test003017278003","test003017278004","test003017278005","test003017278006","test003017278007"
"1367472_at",26.3614664403707,27.9229274499192,31.714524195473,28.2095875880223,26.3939728298986,28.4288772980553,26.324557367624,28.0390905776546,28.3823367242284,28.2235616908877,32.7561812822757,31.6605811169671,39.8829772161452,36.4297792609047,35.0826111841468,36.7343940841604,28.4218741042119,32.4009363321003,32.7058147177072,35.5943528916807,31.6717729047216,35.001982903576,32.4375884575847,31.5203477335028,38.3914824591253,37.0406966775752,37.32817172028,30.1901157230145,29.3606764466752,32.301138912817,34.1092121187308,40.8647731654812,37.0619693158945,30.9226385995766,30.885075721981,26.6236590840931,38.1944261224673,36.7463250876895,33.6122103203435,34.2829938718481,31.7351513852038,31.5524787940338,33.8128052917789,31.9808450984921,31.0990704429121,36.2282247660102,36.0854705029299,34.3200460659467
"1367473_at",22.0256556737334,21.296549163295,19.8383257981413,19.54476783545,20.8485959338223,22.8476624107696,19.0503491040352,25.8389128086899,23.5099790535267,20.2151866970302,22.6807955485129,23.5853867951887,26.9486888983284,25.1644849241923,22.5998819091913,22.8304210129309,24.3877823908503,23.5028907850106,30.3077814600832,26.7938059624877,23.7201889304058,22.6274895093992,23.8693586103734,24.6168682297378,27.4476839438426,26.2590267003997,23.0738641789759,19.9252667242465,22.1782481720766,21.1030503468277,26.0477800942844,27.1843771669339,30.8198401853787,21.3434775611237,19.9475290429256,18.0335646918339,22.3539586444584,26.9288332754791,20.7995400887405,23.2951558660345,21.1919112380919,22.484794227463,22.5285333395086,21.6698760936338,22.7467399864961,23.6606088711106,23.0129758882024,21.7950073183577
"1367474_at",21.8333517323391,21.224726273724,17.974215533571,18.3172203628638,17.8575866838132,22.9066584881346,18.6716276262859,20.5548129543773,23.2492251284115,19.7423611911601,24.4041324388008,25.6527694873515,25.9494335958883,23.6578025499931,25.7396914256333,23.1232420501309,22.4569603120994,21.3870271586711,24.9912045049385,24.8174058711286,25.9537569350116,26.0972487326466,22.79197136999,23.1832746018196,26.4664685253427,23.1780567089,22.5671416050968,19.3188749847985,21.6473411331239,20.5314016349416,23.7885051355385,22.6631187278558,23.8183879219877,22.857338831998,21.7955151061204,19.3129944609613,22.7607195572405,23.7987577103149,19.412912534749,22.5226490752211,22.6678809980545,20.3840512694227,20.8647061307665,21.6268203362598,20.4560622759327,23.4134705417216,21.1689056989878,19.3677030182771
"1367475_at",36.3768970043515,38.5631948483427,36.4462049924395,36.3922900529156,41.0911058586663,37.7265831990268,40.419131356879,41.4713399186602,41.9720135464003,41.9167049126912,42.9386225455215,42.6912976208169,50.612403311824,44.8262613096447,49.3267821801459,43.9371391144258,43.0804652327012,44.3611051596732,47.3755081614081,46.7485189387541,46.4937533758975,44.9724329947676,45.8214108777866,42.6777668019098,43.1599425604592,44.7860021751414,44.3331450079404,36.9429137379041,39.138406969731,37.4231257642498,45.8664039783317,48.9057712387196,44.2144486049195,38.782959782922,38.0301396084551,34.2216902097718,43.9043807591775,47.6223113086205,46.2537681277227,43.99662755811,38.2554113155662,39.6353859900598,42.6553208186522,43.1260529996793,43.6773750339656,44.2428075403115,44.0628158873301,38.7399646991958
"1367476_at",57.9799689738478,59.1179721114517,63.5264234479661,60.3771666486029,49.3886499745442,59.2793497894616,59.978453439821,57.8730728131884,72.6325042227006,57.9147024582333,61.3034898568202,52.96964811075,75.5039953813495,75.1751178689623,65.3160129129493,63.1162966034081,68.1260069168852,58.8971992654524,66.555992202619,67.9671039603212,77.3346561687517,65.5839942646322,59.365203484355,59.6315569073844,79.3890168888058,91.8975936444719,75.6990387708462,80.8974683829752,57.2134668261989,68.7798904250756,90.1760637092079,77.4789356581292,77.5607158100587,82.4874153004617,66.79205822591,67.6703955574438,66.3028991360868,84.7437520320032,85.2096465797064,79.744976153969,73.4848456203911,75.2912135484918,68.6628102479012,81.9623798356015,90.2885856897754,96.6423715171446,80.8927624370812,62.8596376867587
"1367477_at",21.1412157923197,25.8306280390102,22.4453866557953,23.9231132457115,23.5402866023057,24.6380968939493,23.9742757969541,23.3515085140512,25.0984586398229,25.4129682727187,26.0164422840021,26.5449103236169,26.3038753433721,29.4690805686313,27.3116663181702,27.2072321780064,27.5981928188762,24.6108767128658,26.6568038653872,29.6840842946528,28.0721654660469,33.3930618486819,27.5643730410675,25.4390883083638,30.7068444627549,32.0242650692763,31.3684790606057,28.6498281649362,27.7123684322525,24.1264184933863,32.360712281437,30.0261101102351,29.1827869956292,29.7601644807259,26.5291607842772,26.2058336915449,30.2677403396191,32.1688879773486,31.7410216316263,27.8491854888366,28.1380246763439,28.1152934170275,31.0101483531137,28.2173606151005,28.952276601479,46.4440975512118,34.4377686007989,38.8318836546657
"1367478_at",4.72893435723445,5.98634927109681,6.04418390236269,5.47088972738278,5.97302968615972,4.99290410352339,5.79485990280588,5.30067389888272,6.5330417172181,6.74688507584844,6.70323194596519,5.85193987925347,6.8227223014147,7.67519834811881,7.10080862717699,7.5894678895992,5.3541945448189,6.85316611290542,6.96776232928927,7.4495397342234,6.69536887087423,6.99491292133099,7.67969714528526,6.97411496492058,6.99505275021004,6.94384659508467,6.70020434567091,5.37397694571034,5.37464078957692,5.6321517006386,6.9049638097359,5.36923064290855,4.86461384355333,5.02600067769957,6.97548639905177,5.77549848947532,4.9205651154478,6.10085893043521,5.39068009351253,5.64645019876746,4.5372884342638,4.81430102335452,5.30340536077897,4.65339701958495,5.65747749600336,5.08573255850861,6.12840342458108,6.10076668368332
"1367479_at",58.0879413399193,62.1291193909016,56.743922813729,65.7074732654993,65.9968107838184,54.9144596126395,58.269636059629,63.5449006219251,68.0886878439316,67.8174328046235,62.1398566219765,64.5930238925768,68.4018116909219,68.3012343322634,68.4126359185134,68.8128287758323,61.1529644667157,61.7318866673898,67.1544644419889,75.9247636711338,74.6253622172995,74.7984679588739,69.8571274857642,64.3369323104024,81.4851906858579,79.0576559002496,76.3675179707264,70.6399218899271,60.7949251750827,61.8821411241685,71.9487450520134,79.3340224045839,67.1265225247952,69.1753139841486,55.7170619494006,63.1453318725768,78.153450089782,89.8162245015364,77.8576905590735,82.774879221035,73.4545107110494,68.4185381270884,72.6270413446176,82.46547835749,87.743066245685,95.8134454396811,86.3994038540547,84.1063392741046
"1367480_at",14.5024965152934,13.1521949758029,16.3128284995047,14.1392252546171,15.2749318214033,16.6904362039983,17.5836269007484,18.4816903348772,19.1684408521978,17.0199146823574,17.8342461539636,16.7258070761496,23.4628370888288,20.0193146705915,24.3225571002829,20.754323174513,19.5232834372879,21.8248093443017,19.4777145968769,21.8951025851219,21.8416403316717,18.3671056987895,20.5227027030136,22.7579745960693,21.2813073960521,21.5545630485943,21.7740810860343,18.6343966326581,18.7565971309567,16.5533987213115,19.3851353269197,22.7733025146358,22.1854796390473,22.1654875274839,24.5328190924116,20.857083571975,17.4420700063007,21.1816122362051,19.5934461958289,20.1543333429916,17.3405917375438,16.6445319619487,17.1366409124599,16.5623105774561,20.7700476436009,16.641714332628,18.9848200945438,16.5997238598304
"1367481_at",15.734127412342,17.428194660016,15.5743729364492,17.277950284515,16.2798243658364,17.2322460506631,15.0372120091988,17.6314458690549,18.1829532624389,16.9795366838746,16.7349495173322,19.6460138771766,22.4966037829944,20.4270736003471,20.9686792323823,19.2210351778587,18.0377627211456,18.2066424869601,21.7494954929675,20.323524424506,20.4353958630927,17.7796931602105,21.1260183026166,20.6029539420875,21.9691719836946,21.3410555707373,19.0486729430071,17.9743144836987,17.4941086934461,16.8523789232291,22.4084800851148,22.4939401663227,21.4360381550344,18.988449624267,15.9540117764242,15.1320146110311,18.6948010208571,20.7929712364437,18.7858492009349,19.5856576531681,17.3795745386507,18.5927461111536,18.4045562922085,20.9398099114446,20.1762340477748,20.0676336340324,20.3523956050622,19.588166454962
"1367482_at",12.1391211540401,13.4771832248231,9.6502657553335,12.5384241194115,10.2294630140316,9.22218151517835,11.2796217515877,11.6339904749423,12.1831065681024,13.444563909022,14.0500419400021,12.0162311545977,15.7930014427469,13.7763544974839,15.2719710334848,16.6610021903571,12.8423331861519,14.6886344195872,16.4365445689626,17.5364230082464,18.5673975506446,15.9985395905868,17.1242155504549,15.1774109416419,20.622617195204,22.3087618964537,19.2071327850934,16.938777250255,15.897905098009,15.8279304308324,19.5113904237493,18.967519533039,20.2621599041983,17.0184564059709,16.9464926560861,16.6851652270033,13.246254165279,16.9299273940162,17.967821572501,18.3530873503562,14.4301011014144,14.6005198187006,16.0993040998343,15.7079527559713,19.3547555906459,15.1129190456812,16.1753340378583,12.9065734724701
"1367483_at",9.72234518904695,9.97682919261315,8.57297498105482,10.3642215123062,8.78290336483886,9.42582827867418,8.51146398642137,10.7236571384507,9.71430622876168,9.83886714943771,10.3203658738686,11.6887553393217,13.0844999006454,13.5214671302405,9.89505767455158,10.6102704083293,11.7557772130128,11.8117877248584,11.1239811390138,12.4349146704605,11.7342355809853,10.9598484945768,10.4244694332167,11.8583716130271,10.9116894452196,13.0962885886179,10.9294613396385,9.96505662743017,11.0118979588905,10.1298200072417,12.0264747971656,10.9120910234315,13.9243849502082,10.957719105486,10.0345260220233,10.7402360135608,10.4346832583736,11.129779141589,11.3590024966425,12.0368413975801,9.50984669777771,9.93612922527907,11.5209883025456,12.963648493273,12.6229793810087,12.74692985828,13.3937635627432,11.5200334384408
"1367484_at",16.6517685381325,17.8809273481511,17.8528155026668,17.0665745373523,16.8494428101548,17.4662088955248,18.0073767688829,18.8845769793162,18.8812901822392,20.0804936532094,20.3858724338533,18.7695822522862,24.7059205303145,21.3723220538872,21.7266414522128,20.6632282796095,22.4185388135578,20.9738897549691,24.3244283638479,23.2794366646775,22.2680749816807,21.5018040986863,21.1099211102615,20.4406961075771,22.6463527572928,24.3561055804373,18.680980648421,18.6106438087257,18.0895057818634,17.3432566445727,21.6916520667322,23.9114073217991,22.5019620904938,19.4153649274036,20.932842222464,19.8654847489647,20.392910336347,22.0443964920808,18.7453875823366,21.1974959391992,18.3025882248569,18.8343544980942,21.2583147166702,18.1564220271713,21.9168351447022,21.4353609412576,21.1922382006594,17.3333257044727
"1367485_at",25.4569980302077,20.1425036665534,25.0609292207099,21.9545674976236,21.9673818779891,25.1921222257683,23.2672421896376,27.6152716071552,24.5166876623717,24.3615380382864,24.8505735984272,21.315597011709,28.1292761369505,24.6209599776503,32.4684808083063,25.8110141159447,28.0566100304849,27.6197767711855,25.9182954093505,30.9439895733365,29.6156665963081,26.5535577572559,29.6790695326037,29.7265238751873,30.0547193399419,29.8761436221944,29.8051058419096,25.7298138453974,27.6773885859092,26.3907091627573,27.5100535856984,30.5383028819601,32.3995136931276,32.983739913175,39.5717215672043,32.4970750401482,26.8995687512358,29.9024806501154,27.4538923244186,32.6251937317301,29.8013067534467,28.9814130007896,25.9887538939308,28.0347992529456,30.564265104855,27.1863469500506,27.8684453507038,26.024825459244
